month,ticker,comnam,avg_daily_volume_millions,trading_days
2009-09-01,AAPL,APPLE INC,17.56127323809524,21
2009-10-01,AAPL,APPLE INC,21.651701045454544,22
2009-11-01,AAPL,APPLE INC,15.58048215,20
2009-12-01,AAPL,APPLE INC,19.028181500000002,22
2010-01-01,AAPL,APPLE INC,29.346835631578948,19
2010-02-01,AAPL,APPLE INC,20.780987052631577,19
2010-03-01,AAPL,APPLE INC,19.35242743478261,23
2010-04-01,AAPL,APPLE INC,21.61592780952381,21
2010-05-01,AAPL,APPLE INC,33.28211545,20
2010-06-01,AAPL,APPLE INC,27.875835090909092,22
2010-07-01,AAPL,APPLE INC,27.50075276190476,21
2010-08-01,AAPL,APPLE INC,16.154799590909093,22
2010-09-01,AAPL,APPLE INC,20.893748904761907,21
2010-10-01,AAPL,APPLE INC,21.567378428571427,21
2010-11-01,AAPL,APPLE INC,16.787039142857143,21
2010-12-01,AAPL,APPLE INC,11.728060954545453,22
2011-01-01,AAPL,APPLE INC,20.088363,20
2011-02-01,AAPL,APPLE INC,18.209732000000002,19
2011-03-01,AAPL,APPLE INC,18.49154013043478,23
2011-04-01,AAPL,APPLE INC,17.1872015,20
2011-05-01,AAPL,APPLE INC,12.286960142857144,21
2011-06-01,AAPL,APPLE INC,15.680386409090909,22
2011-07-01,AAPL,APPLE INC,19.6470613,20
2011-08-01,AAPL,APPLE INC,26.00651256521739,23
2011-09-01,AAPL,APPLE INC,21.08790695238095,21
2011-10-01,AAPL,APPLE INC,23.06681161904762,21
2011-11-01,AAPL,APPLE INC,15.718422285714285,21
2011-12-01,AAPL,APPLE INC,11.081209523809523,21
2012-01-01,AAPL,APPLE INC,12.6474469,20
2012-02-01,AAPL,APPLE INC,21.040079249999998,20
2012-03-01,AAPL,APPLE INC,26.14415140909091,22
2012-04-01,AAPL,APPLE INC,29.076577300000004,20
2012-05-01,AAPL,APPLE INC,18.843992636363637,22
2012-06-01,AAPL,APPLE INC,13.941455095238094,21
2012-07-01,AAPL,APPLE INC,15.885926666666668,21
2012-08-01,AAPL,APPLE INC,13.499989739130436,23
2012-09-01,AAPL,APPLE INC,18.099500578947367,19
2012-10-01,AAPL,APPLE INC,21.619040857142856,21
2012-11-01,AAPL,APPLE INC,22.045718047619047,21
2012-12-01,AAPL,APPLE INC,22.3627785,20
2013-01-01,AAPL,APPLE INC,23.16204176190476,21
2013-02-01,AAPL,APPLE INC,18.28528647368421,19
2013-03-01,AAPL,APPLE INC,17.09126235,20
2013-04-01,AAPL,APPLE INC,18.65070427272727,22
2013-05-01,AAPL,APPLE INC,15.943304318181818,22
2013-06-01,AAPL,APPLE INC,13.056753050000001,20
2013-07-01,AAPL,APPLE INC,11.052094818181818,22
2013-08-01,AAPL,APPLE INC,13.62550740909091,22
2013-09-01,AAPL,APPLE INC,16.07072105,20
2013-10-01,AAPL,APPLE INC,12.82041791304348,23
2013-11-01,AAPL,APPLE INC,9.76193735,20
2013-12-01,AAPL,APPLE INC,12.131628571428573,21
2014-01-01,AAPL,APPLE INC,15.18141961904762,21
2014-02-01,AAPL,APPLE INC,11.112199052631578,19
2014-03-01,AAPL,APPLE INC,8.546950523809524,21
2014-04-01,AAPL,APPLE INC,10.94890161904762,21
2014-05-01,AAPL,APPLE INC,9.769898714285713,21
2014-06-01,AAPL,APPLE INC,40.64505690476191,21
2014-07-01,AAPL,APPLE INC,47.161655272727266,22
2014-08-01,AAPL,APPLE INC,44.66993038095238,21
2014-09-01,AAPL,APPLE INC,72.77939385714286,21
2014-10-01,AAPL,APPLE INC,59.17266408695652,23
2014-11-01,AAPL,APPLE INC,43.228692,19
2014-12-01,AAPL,APPLE INC,48.93692418181818,22
2003-01-01,BAC,BANK OF AMERICA CORP,5.393195238095238,21
2003-02-01,BAC,BANK OF AMERICA CORP,5.551968421052631,19
2003-03-01,BAC,BANK OF AMERICA CORP,6.127509523809524,21
2003-04-01,BAC,BANK OF AMERICA CORP,5.793942857142857,21
2003-05-01,BAC,BANK OF AMERICA CORP,5.145295238095238,21
2003-06-01,BAC,BANK OF AMERICA CORP,6.3975,21
2003-07-01,BAC,BANK OF AMERICA CORP,5.567086363636364,22
2003-08-01,BAC,BANK OF AMERICA CORP,4.705442857142858,21
2003-09-01,BAC,BANK OF AMERICA CORP,6.592076190476191,21
2003-10-01,BAC,BANK OF AMERICA CORP,9.529452173913043,23
2003-11-01,BAC,BANK OF AMERICA CORP,7.282335789473684,19
2003-12-01,BAC,BANK OF AMERICA CORP,5.8767772727272725,22
2004-01-01,BAC,BANK OF AMERICA CORP,7.17007,20
2004-02-01,BAC,BANK OF AMERICA CORP,4.5693631578947365,19
2004-03-01,BAC,BANK OF AMERICA CORP,6.400639130434782,23
2004-04-01,BAC,BANK OF AMERICA CORP,6.521757142857142,21
2004-05-01,BAC,BANK OF AMERICA CORP,6.2226,20
2004-06-01,BAC,BANK OF AMERICA CORP,5.542290476190477,21
2004-07-01,BAC,BANK OF AMERICA CORP,4.635347619047619,21
2004-08-01,BAC,BANK OF AMERICA CORP,4.889690909090909,22
2004-09-01,BAC,BANK OF AMERICA CORP,8.339895238095238,21
2004-10-01,BAC,BANK OF AMERICA CORP,9.073504761904761,21
2004-11-01,BAC,BANK OF AMERICA CORP,8.371714285714287,21
2004-12-01,BAC,BANK OF AMERICA CORP,7.733436363636364,22
2005-01-01,BAC,BANK OF AMERICA CORP,10.29603,20
2005-02-01,BAC,BANK OF AMERICA CORP,7.713389473684211,19
2005-03-01,BAC,BANK OF AMERICA CORP,10.909095454545454,22
2005-04-01,BAC,BANK OF AMERICA CORP,9.937780952380953,21
2005-05-01,BAC,BANK OF AMERICA CORP,7.703328571428572,21
2005-06-01,BAC,BANK OF AMERICA CORP,9.817286363636363,22
2005-07-01,BAC,BANK OF AMERICA CORP,16.660255,20
2005-08-01,BAC,BANK OF AMERICA CORP,11.562608695652173,23
2005-09-01,BAC,BANK OF AMERICA CORP,13.476080952380952,21
2005-10-01,BAC,BANK OF AMERICA CORP,13.19922380952381,21
2005-11-01,BAC,BANK OF AMERICA CORP,12.606514285714287,21
2005-12-01,BAC,BANK OF AMERICA CORP,11.591219047619049,21
2006-01-01,BAC,BANK OF AMERICA CORP,15.547145,20
2006-02-01,BAC,BANK OF AMERICA CORP,14.047210526315789,19
2006-03-01,BAC,BANK OF AMERICA CORP,12.706452173913044,23
2006-04-01,BAC,BANK OF AMERICA CORP,13.6878,19
2006-05-01,BAC,BANK OF AMERICA CORP,14.78353181818182,22
2006-06-01,BAC,BANK OF AMERICA CORP,14.09143181818182,22
2006-07-01,BAC,BANK OF AMERICA CORP,12.07908,20
2006-08-01,BAC,BANK OF AMERICA CORP,10.816430434782609,23
2006-09-01,BAC,BANK OF AMERICA CORP,11.569905,20
2006-10-01,BAC,BANK OF AMERICA CORP,10.933972727272728,22
2006-11-01,BAC,BANK OF AMERICA CORP,10.358490476190477,21
2006-12-01,BAC,BANK OF AMERICA CORP,14.283080000000002,20
2007-01-01,BAC,BANK OF AMERICA CORP,15.37449,20
2007-02-01,BAC,BANK OF AMERICA CORP,14.24346894736842,19
2007-03-01,BAC,BANK OF AMERICA CORP,17.352258181818183,22
2007-04-01,BAC,BANK OF AMERICA CORP,16.1061692,20
2007-05-01,BAC,BANK OF AMERICA CORP,14.597756363636364,22
2007-06-01,BAC,BANK OF AMERICA CORP,18.909071904761905,21
2007-07-01,BAC,BANK OF AMERICA CORP,24.99587276190476,21
2007-08-01,BAC,BANK OF AMERICA CORP,36.16193173913043,23
2007-09-01,BAC,BANK OF AMERICA CORP,22.65811157894737,19
2007-10-01,BAC,BANK OF AMERICA CORP,23.31022695652174,23
2007-11-01,BAC,BANK OF AMERICA CORP,36.673390952380956,21
2007-12-01,BAC,BANK OF AMERICA CORP,29.5125,20
2008-01-01,BAC,BANK OF AMERICA CORP,57.182985714285714,21
2008-02-01,BAC,BANK OF AMERICA CORP,39.347515,20
2008-03-01,BAC,BANK OF AMERICA CORP,52.7534,20
2008-04-01,BAC,BANK OF AMERICA CORP,36.75972727272727,22
2008-05-01,BAC,BANK OF AMERICA CORP,37.89182380952381,21
2008-06-01,BAC,BANK OF AMERICA CORP,67.54033333333334,21
2008-07-01,BAC,BANK OF AMERICA CORP,120.19990454545454,22
2008-08-01,BAC,BANK OF AMERICA CORP,59.82709523809523,21
2008-09-01,BAC,BANK OF AMERICA CORP,111.07991428571428,21
2008-10-01,BAC,BANK OF AMERICA CORP,125.54839130434782,23
2008-11-01,BAC,BANK OF AMERICA CORP,128.4909157894737,19
2008-12-01,BAC,BANK OF AMERICA CORP,103.58635454545455,22
2009-01-01,BAC,BANK OF AMERICA CORP,244.487275,20
2009-02-01,BAC,BANK OF AMERICA CORP,484.88503157894735,19
2009-03-01,BAC,BANK OF AMERICA CORP,464.7790863636364,22
2009-04-01,BAC,BANK OF AMERICA CORP,523.7520285714286,21
2009-05-01,BAC,BANK OF AMERICA CORP,559.1962732,20
2009-06-01,BAC,BANK OF AMERICA CORP,350.70737727272723,22
2009-07-01,BAC,BANK OF AMERICA CORP,306.1941818181818,22
2009-08-01,BAC,BANK OF AMERICA CORP,290.6096285714286,21
2009-09-01,BAC,BANK OF AMERICA CORP,178.3293761904762,21
2009-10-01,BAC,BANK OF AMERICA CORP,209.34396363636367,22
2009-11-01,BAC,BANK OF AMERICA CORP,157.44426,20
2009-12-01,BAC,BANK OF AMERICA CORP,232.9511181818182,22
2010-01-01,BAC,BANK OF AMERICA CORP,241.71765263157894,19
2010-02-01,BAC,BANK OF AMERICA CORP,214.9338052631579,19
2010-03-01,BAC,BANK OF AMERICA CORP,165.2959956521739,23
2010-04-01,BAC,BANK OF AMERICA CORP,207.90047142857142,21
2010-05-01,BAC,BANK OF AMERICA CORP,228.895695,20
2010-06-01,BAC,BANK OF AMERICA CORP,135.5372590909091,22
2010-07-01,BAC,BANK OF AMERICA CORP,169.53424761904762,21
2010-08-01,BAC,BANK OF AMERICA CORP,136.86417272727275,22
2010-09-01,BAC,BANK OF AMERICA CORP,141.3271142857143,21
2010-10-01,BAC,BANK OF AMERICA CORP,273.16121904761906,21
2010-11-01,BAC,BANK OF AMERICA CORP,187.18015238095236,21
2010-12-01,BAC,BANK OF AMERICA CORP,182.38162727272726,22
2011-01-01,BAC,BANK OF AMERICA CORP,232.58649999999997,20
2011-02-01,BAC,BANK OF AMERICA CORP,146.94447894736842,19
2011-03-01,BAC,BANK OF AMERICA CORP,142.60877826086957,23
2011-04-01,BAC,BANK OF AMERICA CORP,126.44506000000001,20
2011-05-01,BAC,BANK OF AMERICA CORP,121.56724285714286,21
2011-06-01,BAC,BANK OF AMERICA CORP,169.53886363636363,22
2011-07-01,BAC,BANK OF AMERICA CORP,165.24258,20
2011-08-01,BAC,BANK OF AMERICA CORP,382.46869565217395,23
2011-09-01,BAC,BANK OF AMERICA CORP,258.865,21
2011-10-01,BAC,BANK OF AMERICA CORP,282.74613809523805,21
2011-11-01,BAC,BANK OF AMERICA CORP,270.04191904761905,21
2011-12-01,BAC,BANK OF AMERICA CORP,236.71499047619048,21
2012-01-01,BAC,BANK OF AMERICA CORP,303.465625,20
2012-02-01,BAC,BANK OF AMERICA CORP,298.262125,20
2012-03-01,BAC,BANK OF AMERICA CORP,310.2253227272727,22
2012-04-01,BAC,BANK OF AMERICA CORP,215.989635,20
2012-05-01,BAC,BANK OF AMERICA CORP,192.0938636363636,22
2012-06-01,BAC,BANK OF AMERICA CORP,193.42326666666668,21
2012-07-01,BAC,BANK OF AMERICA CORP,134.04165714285713,21
2012-08-01,BAC,BANK OF AMERICA CORP,100.28417826086955,23
2012-09-01,BAC,BANK OF AMERICA CORP,166.84668421052632,19
2012-10-01,BAC,BANK OF AMERICA CORP,142.01757142857144,21
2012-11-01,BAC,BANK OF AMERICA CORP,150.88277142857143,21
2012-12-01,BAC,BANK OF AMERICA CORP,175.343055,20
2013-01-01,BAC,BANK OF AMERICA CORP,159.21157142857143,21
2013-02-01,BAC,BANK OF AMERICA CORP,171.67272631578948,19
2013-03-01,BAC,BANK OF AMERICA CORP,159.943895,20
2013-04-01,BAC,BANK OF AMERICA CORP,132.64638181818182,22
2013-05-01,BAC,BANK OF AMERICA CORP,133.1539,22
2013-06-01,BAC,BANK OF AMERICA CORP,129.546765,20
2013-07-01,BAC,BANK OF AMERICA CORP,111.88149090909091,22
2013-08-01,BAC,BANK OF AMERICA CORP,87.90239090909091,22
2013-09-01,BAC,BANK OF AMERICA CORP,85.79825,20
2013-10-01,BAC,BANK OF AMERICA CORP,89.04128695652173,23
2013-11-01,BAC,BANK OF AMERICA CORP,102.97791,20
2013-12-01,BAC,BANK OF AMERICA CORP,79.12448571428571,21
2014-01-01,BAC,BANK OF AMERICA CORP,123.37399523809525,21
2014-02-01,BAC,BANK OF AMERICA CORP,110.67014736842104,19
2014-03-01,BAC,BANK OF AMERICA CORP,111.46294523809523,21
2014-04-01,BAC,BANK OF AMERICA CORP,106.90618295238095,21
2014-05-01,BAC,BANK OF AMERICA CORP,69.64031028571428,21
2014-06-01,BAC,BANK OF AMERICA CORP,59.84391147619048,21
2014-07-01,BAC,BANK OF AMERICA CORP,68.192126,22
2014-08-01,BAC,BANK OF AMERICA CORP,68.82068009523809,21
2014-09-01,BAC,BANK OF AMERICA CORP,85.26204314285714,21
2014-10-01,BAC,BANK OF AMERICA CORP,96.00534665217391,23
2014-11-01,BAC,BANK OF AMERICA CORP,49.585279684210526,19
2014-12-01,BAC,BANK OF AMERICA CORP,77.83851086363637,22
2003-01-01,C,CITIGROUP INC,15.900928571428572,21
2003-02-01,C,CITIGROUP INC,14.692247368421052,19
2003-03-01,C,CITIGROUP INC,16.005766666666666,21
2003-04-01,C,CITIGROUP INC,15.757133333333334,21
2003-05-01,C,CITIGROUP INC,14.334642857142857,21
2003-06-01,C,CITIGROUP INC,13.487052380952381,21
2003-07-01,C,CITIGROUP INC,13.65104090909091,22
2003-08-01,C,CITIGROUP INC,11.853533333333335,21
2003-09-01,C,CITIGROUP INC,12.697895238095239,21
2003-10-01,C,CITIGROUP INC,12.361152173913043,23
2003-11-01,C,CITIGROUP INC,11.867907894736842,19
2003-12-01,C,CITIGROUP INC,9.702772727272729,22
2004-01-01,C,CITIGROUP INC,13.355459999999999,20
2004-02-01,C,CITIGROUP INC,11.587657894736843,19
2004-03-01,C,CITIGROUP INC,14.288243478260869,23
2004-04-01,C,CITIGROUP INC,13.279838095238095,21
2004-05-01,C,CITIGROUP INC,14.420539999999999,20
2004-06-01,C,CITIGROUP INC,10.865933333333333,21
2004-07-01,C,CITIGROUP INC,14.049023809523808,21
2004-08-01,C,CITIGROUP INC,9.877822727272727,22
2004-09-01,C,CITIGROUP INC,13.358214285714284,21
2004-10-01,C,CITIGROUP INC,14.145523809523809,21
2004-11-01,C,CITIGROUP INC,14.47448095238095,21
2004-12-01,C,CITIGROUP INC,13.171059090909091,22
2005-01-01,C,CITIGROUP INC,15.457849999999999,20
2005-02-01,C,CITIGROUP INC,13.698189473684211,19
2005-03-01,C,CITIGROUP INC,16.62705,22
2005-04-01,C,CITIGROUP INC,15.23735238095238,21
2005-05-01,C,CITIGROUP INC,11.671642857142857,21
2005-06-01,C,CITIGROUP INC,10.761090909090909,22
2005-07-01,C,CITIGROUP INC,18.65614,20
2005-08-01,C,CITIGROUP INC,15.152065217391305,23
2005-09-01,C,CITIGROUP INC,13.813509523809525,21
2005-10-01,C,CITIGROUP INC,15.32174761904762,21
2005-11-01,C,CITIGROUP INC,15.888609523809524,21
2005-12-01,C,CITIGROUP INC,13.360728571428572,21
2006-01-01,C,CITIGROUP INC,16.901384999999998,20
2006-02-01,C,CITIGROUP INC,14.20057894736842,19
2006-03-01,C,CITIGROUP INC,13.563608695652173,23
2006-04-01,C,CITIGROUP INC,15.812152631578948,19
2006-05-01,C,CITIGROUP INC,16.05144090909091,22
2006-06-01,C,CITIGROUP INC,15.865540909090909,22
2006-07-01,C,CITIGROUP INC,15.399605,20
2006-08-01,C,CITIGROUP INC,11.714943478260869,23
2006-09-01,C,CITIGROUP INC,12.802965,20
2006-10-01,C,CITIGROUP INC,17.143995454545454,22
2006-11-01,C,CITIGROUP INC,14.616100000000001,21
2006-12-01,C,CITIGROUP INC,21.83082,20
2007-01-01,C,CITIGROUP INC,18.039775,20
2007-02-01,C,CITIGROUP INC,19.16648105263158,19
2007-03-01,C,CITIGROUP INC,22.645704090909092,22
2007-04-01,C,CITIGROUP INC,21.182333,20
2007-05-01,C,CITIGROUP INC,24.199236363636363,22
2007-06-01,C,CITIGROUP INC,21.49292380952381,21
2007-07-01,C,CITIGROUP INC,31.999510000000004,21
2007-08-01,C,CITIGROUP INC,45.97311739130434,23
2007-09-01,C,CITIGROUP INC,32.5409752631579,19
2007-10-01,C,CITIGROUP INC,52.723288260869566,23
2007-11-01,C,CITIGROUP INC,124.73868047619048,21
2007-12-01,C,CITIGROUP INC,74.78298,20
2008-01-01,C,CITIGROUP INC,128.4686761904762,21
2008-02-01,C,CITIGROUP INC,88.860075,20
2008-03-01,C,CITIGROUP INC,127.40035,20
2008-04-01,C,CITIGROUP INC,87.9427,22
2008-05-01,C,CITIGROUP INC,75.27499047619047,21
2008-06-01,C,CITIGROUP INC,103.47317142857143,21
2008-07-01,C,CITIGROUP INC,128.02464090909092,22
2008-08-01,C,CITIGROUP INC,74.12224285714285,21
2008-09-01,C,CITIGROUP INC,151.76378571428572,21
2008-10-01,C,CITIGROUP INC,158.2720304347826,23
2008-11-01,C,CITIGROUP INC,307.3746947368421,19
2008-12-01,C,CITIGROUP INC,167.80513636363636,22
2009-01-01,C,CITIGROUP INC,261.65422,20
2009-02-01,C,CITIGROUP INC,339.1879052631579,19
2009-03-01,C,CITIGROUP INC,703.4619181818181,22
2009-04-01,C,CITIGROUP INC,519.5256603809523,21
2009-05-01,C,CITIGROUP INC,382.4945684,20
2009-06-01,C,CITIGROUP INC,201.3801818181818,22
2009-07-01,C,CITIGROUP INC,407.0445818181819,22
2009-08-01,C,CITIGROUP INC,1006.2134448,20
2009-09-01,C,CITIGROUP INC,813.1401047619048,21
2009-10-01,C,CITIGROUP INC,452.94459090909095,22
2009-11-01,C,CITIGROUP INC,288.4902,20
2009-12-01,C,CITIGROUP INC,421.77299999999997,20
2010-01-01,C,CITIGROUP INC,569.8887052631578,19
2010-02-01,C,CITIGROUP INC,311.5021736842105,19
2010-03-01,C,CITIGROUP INC,616.4527130434783,23
2010-04-01,C,CITIGROUP INC,901.8435666666667,21
2010-05-01,C,CITIGROUP INC,950.1607550000001,20
2010-06-01,C,CITIGROUP INC,638.7061363636363,22
2010-07-01,C,CITIGROUP INC,498.30080476190477,21
2010-08-01,C,CITIGROUP INC,380.8776772727273,22
2010-09-01,C,CITIGROUP INC,393.80783333333335,21
2010-10-01,C,CITIGROUP INC,571.4940761904761,21
2010-11-01,C,CITIGROUP INC,432.33901904761905,21
2010-12-01,C,CITIGROUP INC,483.7791047619047,21
2011-01-01,C,CITIGROUP INC,635.195545,20
2011-02-01,C,CITIGROUP INC,433.78582105263155,19
2011-03-01,C,CITIGROUP INC,432.96334347826087,23
2011-04-01,C,CITIGROUP INC,402.286725,20
2011-05-01,C,CITIGROUP INC,116.14089047619048,21
2011-06-01,C,CITIGROUP INC,44.897468181818176,22
2011-07-01,C,CITIGROUP INC,34.984465,20
2011-08-01,C,CITIGROUP INC,63.153613043478266,23
2011-09-01,C,CITIGROUP INC,46.409152380952385,21
2011-10-01,C,CITIGROUP INC,68.64497142857142,21
2011-11-01,C,CITIGROUP INC,54.114804761904765,21
2011-12-01,C,CITIGROUP INC,51.582747619047616,21
2012-01-01,C,CITIGROUP INC,54.325835,20
2012-02-01,C,CITIGROUP INC,43.77627,20
2012-03-01,C,CITIGROUP INC,47.327631818181814,22
2012-04-01,C,CITIGROUP INC,37.45193,20
2012-05-01,C,CITIGROUP INC,43.192004545454544,22
2012-06-01,C,CITIGROUP INC,43.872933333333336,21
2012-07-01,C,CITIGROUP INC,34.49771904761904,21
2012-08-01,C,CITIGROUP INC,29.513691304347823,23
2012-09-01,C,CITIGROUP INC,38.66005263157895,19
2012-10-01,C,CITIGROUP INC,44.72220476190476,21
2012-11-01,C,CITIGROUP INC,35.664233333333335,21
2012-12-01,C,CITIGROUP INC,38.212545,20
2013-01-01,C,CITIGROUP INC,36.68574761904762,21
2013-02-01,C,CITIGROUP INC,28.2747,19
2013-03-01,C,CITIGROUP INC,35.30941,20
2013-04-01,C,CITIGROUP INC,28.531090909090906,22
2013-05-01,C,CITIGROUP INC,28.49966363636364,22
2013-06-01,C,CITIGROUP INC,36.440215,20
2013-07-01,C,CITIGROUP INC,25.934836363636364,22
2013-08-01,C,CITIGROUP INC,21.384663636363637,22
2013-09-01,C,CITIGROUP INC,23.47425,20
2013-10-01,C,CITIGROUP INC,23.86925652173913,23
2013-11-01,C,CITIGROUP INC,21.383285,20
2013-12-01,C,CITIGROUP INC,19.154685714285716,21
2014-01-01,C,CITIGROUP INC,32.1482,21
2014-02-01,C,CITIGROUP INC,26.66867894736842,19
2014-03-01,C,CITIGROUP INC,31.581968142857143,21
2014-04-01,C,CITIGROUP INC,25.015496428571428,21
2014-05-01,C,CITIGROUP INC,15.08159,21
2014-06-01,C,CITIGROUP INC,16.331077571428573,21
2014-07-01,C,CITIGROUP INC,17.55392159090909,22
2014-08-01,C,CITIGROUP INC,13.826663666666667,21
2014-09-01,C,CITIGROUP INC,16.219829285714287,21
2014-10-01,C,CITIGROUP INC,21.887521347826087,23
2014-11-01,C,CITIGROUP INC,11.820786157894736,19
2014-12-01,C,CITIGROUP INC,17.941726954545455,22
2003-01-01,CSCO,CISCO SYSTEMS INC,71.1788487142857,21
2003-02-01,CSCO,CISCO SYSTEMS INC,68.72644815789474,19
2003-03-01,CSCO,CISCO SYSTEMS INC,70.38510847619048,21
2003-04-01,CSCO,CISCO SYSTEMS INC,60.87352933333333,21
2003-05-01,CSCO,CISCO SYSTEMS INC,64.68942214285714,21
2003-06-01,CSCO,CISCO SYSTEMS INC,63.34529042857143,21
2003-07-01,CSCO,CISCO SYSTEMS INC,56.47340909090909,22
2003-08-01,CSCO,CISCO SYSTEMS INC,51.41142895238096,21
2003-09-01,CSCO,CISCO SYSTEMS INC,58.555356714285715,21
2003-10-01,CSCO,CISCO SYSTEMS INC,42.24397113043478,23
2003-11-01,CSCO,CISCO SYSTEMS INC,49.01799063157895,19
2003-12-01,CSCO,CISCO SYSTEMS INC,43.90281131818182,22
2004-01-01,CSCO,CISCO SYSTEMS INC,55.495430999999996,20
2004-02-01,CSCO,CISCO SYSTEMS INC,70.19920747368421,19
2004-03-01,CSCO,CISCO SYSTEMS INC,59.32757730434783,23
2004-04-01,CSCO,CISCO SYSTEMS INC,51.70319523809524,21
2004-05-01,CSCO,CISCO SYSTEMS INC,58.5442957,20
2004-06-01,CSCO,CISCO SYSTEMS INC,52.40735195238095,21
2004-07-01,CSCO,CISCO SYSTEMS INC,46.116340761904766,21
2004-08-01,CSCO,CISCO SYSTEMS INC,56.53197518181818,22
2004-09-01,CSCO,CISCO SYSTEMS INC,52.634305714285716,21
2004-10-01,CSCO,CISCO SYSTEMS INC,48.36383371428571,21
2004-11-01,CSCO,CISCO SYSTEMS INC,56.13082728571429,21
2004-12-01,CSCO,CISCO SYSTEMS INC,57.912710999999994,22
2005-01-01,CSCO,CISCO SYSTEMS INC,66.44018385000001,20
2005-02-01,CSCO,CISCO SYSTEMS INC,69.7017822631579,19
2005-03-01,CSCO,CISCO SYSTEMS INC,54.94710790909091,22
2005-04-01,CSCO,CISCO SYSTEMS INC,54.057722285714284,21
2005-05-01,CSCO,CISCO SYSTEMS INC,61.19533438095238,21
2005-06-01,CSCO,CISCO SYSTEMS INC,49.28336072727273,22
2005-07-01,CSCO,CISCO SYSTEMS INC,45.855084950000006,20
2005-08-01,CSCO,CISCO SYSTEMS INC,57.4414002173913,23
2005-09-01,CSCO,CISCO SYSTEMS INC,52.770527333333334,21
2005-10-01,CSCO,CISCO SYSTEMS INC,50.500834999999995,21
2005-11-01,CSCO,CISCO SYSTEMS INC,58.895512857142855,21
2005-12-01,CSCO,CISCO SYSTEMS INC,53.00697242857142,21
2006-01-01,CSCO,CISCO SYSTEMS INC,68.0294542,20
2006-02-01,CSCO,CISCO SYSTEMS INC,70.58512584210526,19
2006-03-01,CSCO,CISCO SYSTEMS INC,57.60334630434782,23
2006-04-01,CSCO,CISCO SYSTEMS INC,42.991407157894734,19
2006-05-01,CSCO,CISCO SYSTEMS INC,57.27387095454546,22
2006-06-01,CSCO,CISCO SYSTEMS INC,41.61808195454545,22
2006-07-01,CSCO,CISCO SYSTEMS INC,43.5576309,20
2006-08-01,CSCO,CISCO SYSTEMS INC,57.89495326086956,23
2006-09-01,CSCO,CISCO SYSTEMS INC,52.04515189999999,20
2006-10-01,CSCO,CISCO SYSTEMS INC,41.86875145454545,22
2006-11-01,CSCO,CISCO SYSTEMS INC,63.60904704761905,21
2006-12-01,CSCO,CISCO SYSTEMS INC,38.84290625,20
2007-01-01,CSCO,CISCO SYSTEMS INC,63.766368250000006,20
2007-02-01,CSCO,CISCO SYSTEMS INC,56.55639236842105,19
2007-03-01,CSCO,CISCO SYSTEMS INC,47.6236799090909,22
2007-04-01,CSCO,CISCO SYSTEMS INC,43.5398251,20
2007-05-01,CSCO,CISCO SYSTEMS INC,54.143783954545455,22
2007-06-01,CSCO,CISCO SYSTEMS INC,49.874478380952375,21
2007-07-01,CSCO,CISCO SYSTEMS INC,50.233839714285715,21
2007-08-01,CSCO,CISCO SYSTEMS INC,66.876987,23
2007-09-01,CSCO,CISCO SYSTEMS INC,44.21372131578947,19
2007-10-01,CSCO,CISCO SYSTEMS INC,40.65521260869565,23
2007-11-01,CSCO,CISCO SYSTEMS INC,74.49220642857142,21
2007-12-01,CSCO,CISCO SYSTEMS INC,54.737378650000004,20
2008-01-01,CSCO,CISCO SYSTEMS INC,71.61606957142857,21
2008-02-01,CSCO,CISCO SYSTEMS INC,81.2999346,20
2008-03-01,CSCO,CISCO SYSTEMS INC,64.92981295000001,20
2008-04-01,CSCO,CISCO SYSTEMS INC,49.42440222727273,22
2008-05-01,CSCO,CISCO SYSTEMS INC,53.04066904761904,21
2008-06-01,CSCO,CISCO SYSTEMS INC,49.71637090476191,21
2008-07-01,CSCO,CISCO SYSTEMS INC,56.86490236363636,22
2008-08-01,CSCO,CISCO SYSTEMS INC,44.18633490476191,21
2008-09-01,CSCO,CISCO SYSTEMS INC,60.16759542857143,21
2008-10-01,CSCO,CISCO SYSTEMS INC,85.84944904347826,23
2008-11-01,CSCO,CISCO SYSTEMS INC,72.5460892631579,19
2008-12-01,CSCO,CISCO SYSTEMS INC,50.823032318181816,22
2009-01-01,CSCO,CISCO SYSTEMS INC,55.2341735,20
2009-02-01,CSCO,CISCO SYSTEMS INC,59.88906600000001,19
2009-03-01,CSCO,CISCO SYSTEMS INC,61.8095595,22
2009-04-01,CSCO,CISCO SYSTEMS INC,54.31955766666666,21
2009-05-01,CSCO,CISCO SYSTEMS INC,56.2780084,20
2009-06-01,CSCO,CISCO SYSTEMS INC,52.809752409090905,22
2009-07-01,CSCO,CISCO SYSTEMS INC,52.037986499999995,22
2009-08-01,CSCO,CISCO SYSTEMS INC,46.893572047619045,21
2009-09-01,CSCO,CISCO SYSTEMS INC,49.51033352380953,21
2009-10-01,CSCO,CISCO SYSTEMS INC,43.82547918181819,22
2009-11-01,CSCO,CISCO SYSTEMS INC,42.63667505,20
2009-12-01,CSCO,CISCO SYSTEMS INC,33.96599181818181,22
2010-01-01,CSCO,CISCO SYSTEMS INC,49.138112684210526,19
2010-02-01,CSCO,CISCO SYSTEMS INC,54.754170421052635,19
